ID;ACTE;DESCRIPCIO;EMAIL_ACTE;WEB_ACTE;A_CARREC;LLOC;DATA_INI;DATA_FI;GRATUIT;PREU;HORA_INI;HORA_FI;IMATGE;DISTRICTE;TIPUS_ACTE;OBSERVACIONS;CICLE;DESCRIPCIOCICLE;CICLE_DATA_INI;CICLE_DATA_FI;DATA_PUB;X;Y;LONGITUD;LATITUD;URL
82349;Curs de construcció amb pòrex B;Cursos;;http://pessebres.terrassa.net                                                                       ;;Agrupació de Pessebristes de Terrassa;2015-05-20 ;2015-07-29 ;F;No socis: 90 euros Socis: 60 euros                                                                                                                                                                                                                             ;;;;4;;Adults (de 15 a 99 anys) Materials inclosos;;;;;2015-03-12;;;;;http://www.terrassa.cat/veureacte?numActe=82349
82350;Curs de pintura artística I;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-05-12 ;2015-07-31 ;F;No socis: 90 euros Socis: 60 euros                                                                                                                                                                                                                             ;;;;4;;Adults (de 15 a 99 anys) Materials no inclosos, els aporta l alumne;;;;;2015-03-09;;;;;http://www.terrassa.cat/veureacte?numActe=82350
82351;Curs de pintura artística II;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-09-01 ;2015-11-24 ;F;No socis: 90 euros Socis: 60 euros                                                                                                                                                                                                                             ;;;;4;;Adults (de 15 a 99 anys) Materials no inclosos, els aporta l alumne;;;;;2015-02-26;;;;;http://www.terrassa.cat/veureacte?numActe=82351
82352;Curs de modelatge de figures A;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-03-02 ;2015-06-22 ;F;No socis: 135 euros Socis: 90 euros                                                                                                                                                                                                                            ;;;;4;;Adults (de 15 a 99 anys) Materials inclosos, + utilització del forn;;;;;2015-02-23;;;;;http://www.terrassa.cat/veureacte?numActe=82352
82353;Curs de modelatge de figures B;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-10-05 ;2015-12-23 ;F;No socis: 90 euros Socis: 60 euros                                                                                                                                                                                                                             ;;;;4;;Adults (de 15 a 99 anys) Materials inclosos, + utilització del forn;;;;;2015-02-26;;;;;http://www.terrassa.cat/veureacte?numActe=82353
82354;Curset infantil;Cursos;;;;Agrupació de Pessebristes de Terrassa;2015-09-19 ;2015-11-21 ;F;No socis: 110 euros Socis: 75 euros                                                                                                                                                                                                                            ;;;;4;;Infantil (de 7 a 14 anys) Materials inclosos, + figures;;;;;2015-02-26;;;;;http://www.terrassa.cat/veureacte?numActe=82354
82382;Via lucis (camí de llums);Actes Religiosos;;http://bisbatdeterrassa.net/?page_id=183                                                            ;MONS. JOSEP ÀNGEL SAIZ MENESES;Museu de Terrassa - Seu d Ègara. Esglésies de Sant Pere de Terrassa;2015-05-23 18:00:00;2015-08-23 20:00:00;F;;01/01/1900 18:00:00;01/01/1900 20:00:00;;1;;Via lucis (camí de la llum) des de Santa Maria d Ègara (antiga catedral) a la Catedral del Sant Esperit amb la participació de diverses corals, i a les 20h. Missa en ritu hispanomossàrab a la Catedral, presidida per Mons. Josep Àngel Saiz Meneses, Bisbe diocesà.;CELEBRACIÓ DEL 1400 ANIVERSARI DEL CONCILI D ÈGARA                                                                                                                                                      ;;2015-01-13;2015-06-28;2015-03-12;418240,8005;4602365,3248;2,018279390698;41.5669392401605;http://www.terrassa.cat/veureacte?numActe=82382
82383;Missa en ritu hispanomossàrab;Actes Religiosos;;http://bisbatdeterrassa.net/?page_id=183                                                            ;MONS. JOSEP ÀNGEL SAIZ MENESES;Catedral del Sant Esperit;2015-05-23 20:00:00;2015-08-23 ;F;;01/01/1900 20:00:00;;;1;;Via lucis (camí de la llum) des de Santa Maria d Ègara (antiga catedral) a la Catedral del Sant Esperit amb la participació de diverses corals, i a les 20h. Missa en ritu hispanomossàrab a la Catedral, presidida per Mons. Josep Àngel Saiz Meneses, Bisbe diocesà.;CELEBRACIÓ DEL 1400 ANIVERSARI DEL CONCILI D ÈGARA                                                                                                                                                      ;;2015-01-13;2015-06-28;2015-03-12;417684,364;4601813,3955;2,0116823161998;41.561911419221;http://www.terrassa.cat/veureacte?numActe=82383
82384;Espectacle musical religios:  Llum de llum ;Música;;http://bisbatdeterrassa.net/?page_id=183                                                            ;;Catedral del Sant Esperit;2015-06-26 21:00:00;2015-06-28 ;F;;01/01/1900 21:00:00;;;1;;;CELEBRACIÓ DEL 1400 ANIVERSARI DEL CONCILI D ÈGARA                                                                                                                                                      ;;2015-01-13;2015-06-28;2015-03-05;417684,364;4601813,3955;2,0116823161998;41.561911419221;http://www.terrassa.cat/veureacte?numActe=82384
82385;Missa a la parròquia de Sant Pere amb motiu de la festa titular;Actes Religiosos;;http://bisbatdeterrassa.net/?page_id=183                                                            ;MONS. JOSEP ÀNGEL SAIZ MENESES;Catedral del Sant Esperit;2015-06-28 20:00:00;2015-06-28 ;F;;01/01/1900 20:00:00;;;1;;;CELEBRACIÓ DEL 1400 ANIVERSARI DEL CONCILI D ÈGARA                                                                                                                                                      ;;2015-01-13;2015-06-28;2015-03-05;417684,364;4601813,3955;2,0116823161998;41.561911419221;http://www.terrassa.cat/veureacte?numActe=82385
82422;Mercat ecològic i de proximitat;Fires i festes;;http://vaporgran.cat/?page_id=2220                                                                  ;;;2015-02-28 10:00:00;2015-12-31 20:00:00;F;;01/01/1900 10:00:00;01/01/1900 20:00:00;;1;;;;;;;2015-05-26;;;;;http://www.terrassa.cat/veureacte?numActe=82422
82524;La Canterina, de J. Haydn;Música;;http://www.terrassa.cat/musica                                                                      ;TALLER D OPERA DE L EMM CONSERVATORI DE TERRASSA;Auditori Municipal de Terrassa;2015-06-07 19:00:00;2015-06-07 ;T;;01/01/1900 19:00:00;;;1;;;TEMPORADA DE MÚSICA. FEBRER-JUNY 2015                                                                                                                                                                   ;;2015-02-22;2015-06-27;2015-03-12;418336,8908;4601895,3391;2,0194956612443;41.5627163544712;http://www.terrassa.cat/veureacte?numActe=82524
82525;#7sins (Set Pecats);Música;;http://www.terrassa.cat/musica                                                                      ;MÓNICA LAO I JORGE FLORES;Auditori Municipal de Terrassa;2015-06-20 21:00:00;2015-06-20 ;F;10 euros                                                                                                                                                                                                                                                       ;01/01/1900 21:00:00;;;1;;;TEMPORADA DE MÚSICA. FEBRER-JUNY 2015                                                                                                                                                                   ;;2015-02-22;2015-06-27;2015-03-12;418336,8908;4601895,3391;2,0194956612443;41.5627163544712;http://www.terrassa.cat/veureacte?numActe=82525
82526;El pacient de la 308;Música;;http://www.terrassa.cat/musica                                                                      ;ALUMNES DE TEATRE DE L INS TORRE DEL PALAU;Auditori Municipal de Terrassa;2015-06-21 12:00:00;2015-06-21 ;T;;01/01/1900 12:00:00;;;1;;;TEMPORADA DE MÚSICA. FEBRER-JUNY 2015                                                                                                                                                                   ;;2015-02-22;2015-06-27;2015-03-12;418336,8908;4601895,3391;2,0194956612443;41.5627163544712;http://www.terrassa.cat/veureacte?numActe=82526
82527;Concert de piano;Música;;http://www.terrassa.cat/musica                                                                      ;MIQUEL FARRÉ;Auditori Municipal de Terrassa;2015-06-21 19:00:00;2015-06-21 ;F;10 euros                                                                                                                                                                                                                                                       ;01/01/1900 19:00:00;;;1;;;TEMPORADA DE MÚSICA. FEBRER-JUNY 2015                                                                                                                                                                   ;;2015-02-22;2015-06-27;2015-03-12;418336,8908;4601895,3391;2,0194956612443;41.5627163544712;http://www.terrassa.cat/veureacte?numActe=82527
82528;V Aniversari de Veus Evohè;Música;;http://www.terrassa.cat/musica                                                                      ;VEUS EVOHÈ;Auditori Municipal de Terrassa;2015-06-27 21:00:00;2015-06-27 ;F;10 euros                                                                                                                                                                                                                                                       ;01/01/1900 21:00:00;;;1;;;TEMPORADA DE MÚSICA. FEBRER-JUNY 2015                                                                                                                                                                   ;;2015-02-22;2015-06-27;2015-03-05;418336,8908;4601895,3391;2,0194956612443;41.5627163544712;http://www.terrassa.cat/veureacte?numActe=82528
82532;Taller de creixement personal:  Coneixem-nos: la soledat d avui dia.;Ensenyament;bd5@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd5                                                                         ;VANESSA GAMERO PSICÒLOGA SOCIAL;Biblioteca Districte 5 - BD5;2015-06-27 11:00:00;2015-06-27 12:00:00;T;;01/01/1900 11:00:00;01/01/1900 12:00:00;;5;;El taller és obert a totes les edats que volguin participar o simplement escoltar. Vols saber què diuen els mitjans de comunicació sobre la soledat? I la literatura, el cinema i l art?  Què diuen les estadístiques? Hi ha més soledat ara? Els mòbils i Internet ens ajuden a sentir-nos més sols o, ans al contrari, la sensació de soledat és més intensa? Saps que la poden patir tant les persones grans com els nens i nenes de qualsevol edat?    ;;;;;2015-03-05;417563,7066;4603383,9827;2,0100197166697;41.5760437114654;http://www.terrassa.cat/veureacte?numActe=82532
82548;Exposició:  Les bases del futur. Ciència i tècnica a la Mancomunitat .;Exposicions;;http://www.mnactec.cat                                                                              ;;Museu de la Ciència i de la Tècnica de Catalunya - mNACTEC;2015-03-04 ;2015-11-01 ;F;;;;;1;;;;;;;2015-03-05;417336,2188;4602169,125;2,0074586969471;41.5650791880783;http://www.terrassa.cat/veureacte?numActe=82548
82586;JUNTS: Espai de conversa de català inicial;Ensenyament;bd2@terrassa.cat                                                                                    ;http://www.terrassa.cat/junts                                                                       ;CAL;Biblioteca Districte 2 - BD2;2015-06-09 10:30:00;2015-06-09 11:30:00;T;;01/01/1900 10:30:00;01/01/1900 11:30:00;;2;;El projecte Junts és una aportació que se suma a les iniciatives en favor del foment del coneixement i de l ús de la llengua catalana entre persones que la desconeixen. Concretament és un espai de conversa de català inicial de vint-i-quatre sessions conduït per persones voluntàries amb l objectiu que els aprenents obtinguin una comprensió bàsica del català parlat i suficient capacitat per usar expressions i frases molt senzilles en les relacions socials de proximitat. És un projecte de la CAL (Coordinadora d Associacions per la Llengua Catalana) nascut a redós del projecte Xerrem per respondre a les expectatives de persones i collectius que han expressat la voluntat d iniciar-se en la llengua catalana. ;XERREM: GRUPS DE CONVERSA EN CATALÀ                                                                                                                                                                     ;Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.  Parlarem... de les qüestions que parla la gent quan es troba al carrer, en un bar, en una sala d espera...Qüestions habituals en què podem intervenir fàcilment: de nosaltres: del vestir, del menjar, del treball, del descans, de la salut...dels altres: de la família, dels amics i amigues, dels companys, de les veïnes... Del món: de la natura, del temps, dels animals, de les plantes, del mar, del clima, de l ecologia... del que necessitem: de la rutina diària, de l aigua, de la casa, de la feina, del transport, dels diners... del que ens agrada: de les aficions, de sortides i viatges, de festes, de jocs, dels espectacles. Aconseguiràs...  Conèixer i comunicar-te amb persones de llocs diversos amb un interès comú.  Parlar el català amb seguretat i confiança allà on vulguis. Fer nous amics i amigues.  Conèixer una mica més el país on vivim.  Tenir una experiència engrescadora.  Quant costa? Res. És gratuït. Jo m hi puc apuntar? Si ets major d edat i ja saps una mica de català, però encara no t atreveixes a seguir una conversa una mica llarga, no t hi pensis més: endavant! Com m hi puc apuntar? Per telèfon a cadascuna de les biblioteques o bé enviant un correu a xerremterrassa@)gmail.com Quan i on ho farem? A la bct.  Els dissabtes de 11:00 12:30h. A la bd2. Els dimarts i divendres de 16:30 a 18:00h. A la bd3. Els dilluns de 19:00h a 20:30h i els dimarts de 10:30h a 12:00h. A la bd4. Els dilluns i dimecres de 16h a 17.30h A la bd6. Els dimarts, dijous  i divendres de 10:30 a 12:00h.  Informa-te n al 93 789 45 89 (bct), 93 786 91 62 (bd2), 93 739 70 14 (bd3), 93 739 74 23 (bd4) i al 93 739 74 20 (bd6)  ;2010-01-01;2020-01-01;2015-05-08;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=82586
82587;JUNTS: Espai de conversa de català inicial;Ensenyament;bd2@terrassa.cat                                                                                    ;http://www.terrassa.cat/junts                                                                       ;CAL;Biblioteca Districte 2 - BD2;2015-06-16 10:30:00;2015-06-16 11:30:00;T;;01/01/1900 10:30:00;01/01/1900 11:30:00;;2;;El projecte Junts és una aportació que se suma a les iniciatives en favor del foment del coneixement i de l ús de la llengua catalana entre persones que la desconeixen. Concretament és un espai de conversa de català inicial de vint-i-quatre sessions conduït per persones voluntàries amb l objectiu que els aprenents obtinguin una comprensió bàsica del català parlat i suficient capacitat per usar expressions i frases molt senzilles en les relacions socials de proximitat. És un projecte de la CAL (Coordinadora d Associacions per la Llengua Catalana) nascut a redós del projecte Xerrem per respondre a les expectatives de persones i collectius que han expressat la voluntat d iniciar-se en la llengua catalana. ;XERREM: GRUPS DE CONVERSA EN CATALÀ                                                                                                                                                                     ;Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.  Parlarem... de les qüestions que parla la gent quan es troba al carrer, en un bar, en una sala d espera...Qüestions habituals en què podem intervenir fàcilment: de nosaltres: del vestir, del menjar, del treball, del descans, de la salut...dels altres: de la família, dels amics i amigues, dels companys, de les veïnes... Del món: de la natura, del temps, dels animals, de les plantes, del mar, del clima, de l ecologia... del que necessitem: de la rutina diària, de l aigua, de la casa, de la feina, del transport, dels diners... del que ens agrada: de les aficions, de sortides i viatges, de festes, de jocs, dels espectacles. Aconseguiràs...  Conèixer i comunicar-te amb persones de llocs diversos amb un interès comú.  Parlar el català amb seguretat i confiança allà on vulguis. Fer nous amics i amigues.  Conèixer una mica més el país on vivim.  Tenir una experiència engrescadora.  Quant costa? Res. És gratuït. Jo m hi puc apuntar? Si ets major d edat i ja saps una mica de català, però encara no t atreveixes a seguir una conversa una mica llarga, no t hi pensis més: endavant! Com m hi puc apuntar? Per telèfon a cadascuna de les biblioteques o bé enviant un correu a xerremterrassa@)gmail.com Quan i on ho farem? A la bct.  Els dissabtes de 11:00 12:30h. A la bd2. Els dimarts i divendres de 16:30 a 18:00h. A la bd3. Els dilluns de 19:00h a 20:30h i els dimarts de 10:30h a 12:00h. A la bd4. Els dilluns i dimecres de 16h a 17.30h A la bd6. Els dimarts, dijous  i divendres de 10:30 a 12:00h.  Informa-te n al 93 789 45 89 (bct), 93 786 91 62 (bd2), 93 739 70 14 (bd3), 93 739 74 23 (bd4) i al 93 739 74 20 (bd6)  ;2010-01-01;2020-01-01;2015-05-12;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=82587
82588;JUNTS: Espai de conversa de català inicial;Ensenyament;bd2@terrassa.cat                                                                                    ;http://www.terrassa.cat/junts                                                                       ;CAL;Biblioteca Districte 2 - BD2;2015-06-23 10:30:00;2015-06-23 11:30:00;T;;01/01/1900 10:30:00;01/01/1900 11:30:00;;2;;El projecte Junts és una aportació que se suma a les iniciatives en favor del foment del coneixement i de l ús de la llengua catalana entre persones que la desconeixen. Concretament és un espai de conversa de català inicial de vint-i-quatre sessions conduït per persones voluntàries amb l objectiu que els aprenents obtinguin una comprensió bàsica del català parlat i suficient capacitat per usar expressions i frases molt senzilles en les relacions socials de proximitat. És un projecte de la CAL (Coordinadora d Associacions per la Llengua Catalana) nascut a redós del projecte Xerrem per respondre a les expectatives de persones i collectius que han expressat la voluntat d iniciar-se en la llengua catalana. ;XERREM: GRUPS DE CONVERSA EN CATALÀ                                                                                                                                                                     ;Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.  Parlarem... de les qüestions que parla la gent quan es troba al carrer, en un bar, en una sala d espera...Qüestions habituals en què podem intervenir fàcilment: de nosaltres: del vestir, del menjar, del treball, del descans, de la salut...dels altres: de la família, dels amics i amigues, dels companys, de les veïnes... Del món: de la natura, del temps, dels animals, de les plantes, del mar, del clima, de l ecologia... del que necessitem: de la rutina diària, de l aigua, de la casa, de la feina, del transport, dels diners... del que ens agrada: de les aficions, de sortides i viatges, de festes, de jocs, dels espectacles. Aconseguiràs...  Conèixer i comunicar-te amb persones de llocs diversos amb un interès comú.  Parlar el català amb seguretat i confiança allà on vulguis. Fer nous amics i amigues.  Conèixer una mica més el país on vivim.  Tenir una experiència engrescadora.  Quant costa? Res. És gratuït. Jo m hi puc apuntar? Si ets major d edat i ja saps una mica de català, però encara no t atreveixes a seguir una conversa una mica llarga, no t hi pensis més: endavant! Com m hi puc apuntar? Per telèfon a cadascuna de les biblioteques o bé enviant un correu a xerremterrassa@)gmail.com Quan i on ho farem? A la bct.  Els dissabtes de 11:00 12:30h. A la bd2. Els dimarts i divendres de 16:30 a 18:00h. A la bd3. Els dilluns de 19:00h a 20:30h i els dimarts de 10:30h a 12:00h. A la bd4. Els dilluns i dimecres de 16h a 17.30h A la bd6. Els dimarts, dijous  i divendres de 10:30 a 12:00h.  Informa-te n al 93 789 45 89 (bct), 93 786 91 62 (bd2), 93 739 70 14 (bd3), 93 739 74 23 (bd4) i al 93 739 74 20 (bd6)  ;2010-01-01;2020-01-01;2015-05-18;419161,9672;4602096,365;2,0293622826613;41.564610698772;http://www.terrassa.cat/veureacte?numActe=82588
82874;Teatre.  Alla siciliana ;Teatre;;http://www.terrassa.cat/ca/escenes-localst                                                          ;PISANES I CIA.;Centre Cívic Municipal Alcalde Morera;2015-06-07 18:30:00;2015-06-07 ;T;;01/01/1900 18:30:00;;;3;;;9É CICLE DE TEATRE: ESCENES LOCALS                                                                                                                                                                      ;;2015-03-29;2015-06-27;2015-03-27;418734,5561;4601126,5615;2,0243682369213;41.5558332309801;http://www.terrassa.cat/veureacte?numActe=82874
82875;Teatre.  El tiro por la culata ;Teatre;;http://www.terrassa.cat/ca/escenes-locals                                                           ;THERKAS TEATRE;Casal Cívic Montserrat - Torre-Sana i Vilardell;2015-06-13 19:00:00;2015-06-13 ;T;;01/01/1900 19:00:00;;;2;;;9É CICLE DE TEATRE: ESCENES LOCALS                                                                                                                                                                      ;;2015-03-29;2015-06-27;2015-03-27;419950,2916;4601642,5607;2,0388761091473;41.5606030549891;http://www.terrassa.cat/veureacte?numActe=82875
82876;Teatre.  En portada ;Teatre;;http://www.terrassa.cat/ca/escenes-locals                                                           ;FARGA M TEATRE;Parròquia de la Santa Creu;2015-06-27 19:00:00;2015-06-27 ;T;;01/01/1900 19:00:00;;;5;;;9É CICLE DE TEATRE: ESCENES LOCALS                                                                                                                                                                      ;;2015-03-29;2015-06-27;2015-03-27;417435,125;4603095,6875;2,008517237254;41.5734340440745;http://www.terrassa.cat/veureacte?numActe=82876
82883;Taller Valorar el patrimoni tèxtil;Cursos;;http://www.cdmt.es                                                                                  ;MONTSERRAT BARGALLÓ;Centre de Documentació i Museu Tèxtil - CDMT;2015-06-13 10:00:00;2015-06-13 13:00:00;F;40 euros                                                                                                                                                                                                                                                       ;01/01/1900 10:00:00;01/01/1900 13:00:00;;1;;;;;;;2015-04-28;418355,875;4602149,25;2,0196887629231;41.5650050279025;http://www.terrassa.cat/veureacte?numActe=82883
82975;El gust per llegir;Literatura i poesia;bd3@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd3                                                                         ;TERESA MARTÍ;Biblioteca Districte 3 - BD3;2015-06-08 18:00:00;2015-06-08 19:00:00;F;;01/01/1900 18:00:00;01/01/1900 19:00:00;;3;;Activitat per a infants. Descobreix els contes d animals, fantàstics, tradicionals, d emocions de la mà de la Teresa.;;;;;2015-04-29;418412,8125;4601133,0625;2,0205096600361;41.5558590031147;http://www.terrassa.cat/veureacte?numActe=82975
82976;El gust per llegir;Literatura i poesia;bd3@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd3                                                                         ;TERESA MARTÍ;Biblioteca Districte 3 - BD3;2015-06-15 18:00:00;2015-06-15 19:00:00;F;;01/01/1900 18:00:00;01/01/1900 19:00:00;;3;;Activitat per a infants. Descobreix els contes d animals, fantàstics, tradicionals, d emocions de la mà de la Teresa.;;;;;2015-05-08;418412,8125;4601133,0625;2,0205096600361;41.5558590031147;http://www.terrassa.cat/veureacte?numActe=82976
82977;El gust per llegir;Literatura i poesia;bd3@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd3                                                                         ;TERESA MARTÍ;Biblioteca Districte 3 - BD3;2015-06-22 18:00:00;2015-06-22 19:00:00;F;;01/01/1900 18:00:00;01/01/1900 19:00:00;;3;;Activitat per a infants. Descobreix els contes d animals, fantàstics, tradicionals, d emocions de la mà de la Teresa.;;;;;2015-05-18;418412,8125;4601133,0625;2,0205096600361;41.5558590031147;http://www.terrassa.cat/veureacte?numActe=82977
82989;Xerrem: grup de conversa en català;Ensenyament;bd3@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd3                                                                         ;CAL I VEU PRÒPIA;Biblioteca Districte 3 - BD3;2015-06-08 18:30:00;2015-06-08 20:00:00;F;;01/01/1900 18:30:00;01/01/1900 20:00:00;;3;;Grup de conversa a prop teu per parlar en català amb fluïdesa i seguretat;XERREM: GRUPS DE CONVERSA EN CATALÀ                                                                                                                                                                     ;Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.  Parlarem... de les qüestions que parla la gent quan es troba al carrer, en un bar, en una sala d espera...Qüestions habituals en què podem intervenir fàcilment: de nosaltres: del vestir, del menjar, del treball, del descans, de la salut...dels altres: de la família, dels amics i amigues, dels companys, de les veïnes... Del món: de la natura, del temps, dels animals, de les plantes, del mar, del clima, de l ecologia... del que necessitem: de la rutina diària, de l aigua, de la casa, de la feina, del transport, dels diners... del que ens agrada: de les aficions, de sortides i viatges, de festes, de jocs, dels espectacles. Aconseguiràs...  Conèixer i comunicar-te amb persones de llocs diversos amb un interès comú.  Parlar el català amb seguretat i confiança allà on vulguis. Fer nous amics i amigues.  Conèixer una mica més el país on vivim.  Tenir una experiència engrescadora.  Quant costa? Res. És gratuït. Jo m hi puc apuntar? Si ets major d edat i ja saps una mica de català, però encara no t atreveixes a seguir una conversa una mica llarga, no t hi pensis més: endavant! Com m hi puc apuntar? Per telèfon a cadascuna de les biblioteques o bé enviant un correu a xerremterrassa@)gmail.com Quan i on ho farem? A la bct.  Els dissabtes de 11:00 12:30h. A la bd2. Els dimarts i divendres de 16:30 a 18:00h. A la bd3. Els dilluns de 19:00h a 20:30h i els dimarts de 10:30h a 12:00h. A la bd4. Els dilluns i dimecres de 16h a 17.30h A la bd6. Els dimarts, dijous  i divendres de 10:30 a 12:00h.  Informa-te n al 93 789 45 89 (bct), 93 786 91 62 (bd2), 93 739 70 14 (bd3), 93 739 74 23 (bd4) i al 93 739 74 20 (bd6)  ;2010-01-01;2020-01-01;2015-04-29;418412,8125;4601133,0625;2,0205096600361;41.5558590031147;http://www.terrassa.cat/veureacte?numActe=82989
82990;Xerrem: grup de conversa en català;Ensenyament;bd3@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd3                                                                         ;CAL I VEU PRÒPIA;Biblioteca Districte 3 - BD3;2015-06-15 18:30:00;2015-06-15 20:00:00;F;;01/01/1900 18:30:00;01/01/1900 20:00:00;;3;;Grup de conversa a prop teu per parlar en català amb fluïdesa i seguretat;XERREM: GRUPS DE CONVERSA EN CATALÀ                                                                                                                                                                     ;Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.  Parlarem... de les qüestions que parla la gent quan es troba al carrer, en un bar, en una sala d espera...Qüestions habituals en què podem intervenir fàcilment: de nosaltres: del vestir, del menjar, del treball, del descans, de la salut...dels altres: de la família, dels amics i amigues, dels companys, de les veïnes... Del món: de la natura, del temps, dels animals, de les plantes, del mar, del clima, de l ecologia... del que necessitem: de la rutina diària, de l aigua, de la casa, de la feina, del transport, dels diners... del que ens agrada: de les aficions, de sortides i viatges, de festes, de jocs, dels espectacles. Aconseguiràs...  Conèixer i comunicar-te amb persones de llocs diversos amb un interès comú.  Parlar el català amb seguretat i confiança allà on vulguis. Fer nous amics i amigues.  Conèixer una mica més el país on vivim.  Tenir una experiència engrescadora.  Quant costa? Res. És gratuït. Jo m hi puc apuntar? Si ets major d edat i ja saps una mica de català, però encara no t atreveixes a seguir una conversa una mica llarga, no t hi pensis més: endavant! Com m hi puc apuntar? Per telèfon a cadascuna de les biblioteques o bé enviant un correu a xerremterrassa@)gmail.com Quan i on ho farem? A la bct.  Els dissabtes de 11:00 12:30h. A la bd2. Els dimarts i divendres de 16:30 a 18:00h. A la bd3. Els dilluns de 19:00h a 20:30h i els dimarts de 10:30h a 12:00h. A la bd4. Els dilluns i dimecres de 16h a 17.30h A la bd6. Els dimarts, dijous  i divendres de 10:30 a 12:00h.  Informa-te n al 93 789 45 89 (bct), 93 786 91 62 (bd2), 93 739 70 14 (bd3), 93 739 74 23 (bd4) i al 93 739 74 20 (bd6)  ;2010-01-01;2020-01-01;2015-05-08;418412,8125;4601133,0625;2,0205096600361;41.5558590031147;http://www.terrassa.cat/veureacte?numActe=82990
82991;Xerrem: grup de conversa en català;Ensenyament;bd3@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd3                                                                         ;CAL I VEU PRÒPIA;Biblioteca Districte 3 - BD3;2015-06-22 18:30:00;2015-06-22 20:00:00;F;;01/01/1900 18:30:00;01/01/1900 20:00:00;;3;;Grup de conversa a prop teu per parlar en català amb fluïdesa i seguretat;XERREM: GRUPS DE CONVERSA EN CATALÀ                                                                                                                                                                     ;Grups de conversa a prop teu per parlar en català amb fluïdesa i seguretat.  Parlarem... de les qüestions que parla la gent quan es troba al carrer, en un bar, en una sala d espera...Qüestions habituals en què podem intervenir fàcilment: de nosaltres: del vestir, del menjar, del treball, del descans, de la salut...dels altres: de la família, dels amics i amigues, dels companys, de les veïnes... Del món: de la natura, del temps, dels animals, de les plantes, del mar, del clima, de l ecologia... del que necessitem: de la rutina diària, de l aigua, de la casa, de la feina, del transport, dels diners... del que ens agrada: de les aficions, de sortides i viatges, de festes, de jocs, dels espectacles. Aconseguiràs...  Conèixer i comunicar-te amb persones de llocs diversos amb un interès comú.  Parlar el català amb seguretat i confiança allà on vulguis. Fer nous amics i amigues.  Conèixer una mica més el país on vivim.  Tenir una experiència engrescadora.  Quant costa? Res. És gratuït. Jo m hi puc apuntar? Si ets major d edat i ja saps una mica de català, però encara no t atreveixes a seguir una conversa una mica llarga, no t hi pensis més: endavant! Com m hi puc apuntar? Per telèfon a cadascuna de les biblioteques o bé enviant un correu a xerremterrassa@)gmail.com Quan i on ho farem? A la bct.  Els dissabtes de 11:00 12:30h. A la bd2. Els dimarts i divendres de 16:30 a 18:00h. A la bd3. Els dilluns de 19:00h a 20:30h i els dimarts de 10:30h a 12:00h. A la bd4. Els dilluns i dimecres de 16h a 17.30h A la bd6. Els dimarts, dijous  i divendres de 10:30 a 12:00h.  Informa-te n al 93 789 45 89 (bct), 93 786 91 62 (bd2), 93 739 70 14 (bd3), 93 739 74 23 (bd4) i al 93 739 74 20 (bd6)  ;2010-01-01;2020-01-01;2015-05-18;418412,8125;4601133,0625;2,0205096600361;41.5558590031147;http://www.terrassa.cat/veureacte?numActe=82991
83009;Exposició: Poemes presentats al Concurs de Poesia (6a ed.) ;Premis i concursos;bd6@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd6                                                                         ;;Biblioteca Districte 6 - BD6;2015-06-15 16:00:00;2015-06-30 20:00:00;T;;01/01/1900 16:00:00;01/01/1900 20:00:00;;6;;Més informació al telèfon 937397420;;;;;2015-04-28;418878,4684;4603502,4622;2,0257725472311;41.5772453538921;http://www.terrassa.cat/veureacte?numActe=83009
83010;Festa de cloenda del Concurs de Poesia (6a ed.) ;Premis i concursos;bd6@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd6                                                                         ;;Biblioteca Districte 6 - BD6;2015-06-11 19:30:00;2015-06-11 ;T;;01/01/1900 19:30:00;;;6;;Més informació al telèfon 937397420 ;;;;;2015-04-28;418878,4684;4603502,4622;2,0257725472311;41.5772453538921;http://www.terrassa.cat/veureacte?numActe=83010
